Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2024-04-08,166.93080139160156,185.19000244140625,,418.171630859375,172.97999572753906
2024-04-09,168.13978576660156,185.6699981689453,,419.8360900878906,176.8800048828125
2024-04-10,166.26681518554688,185.9499969482422,,416.8617248535156,171.75999450683594
2024-04-11,173.46133422851562,189.0500030517578,,421.4610900878906,174.60000610351562
2024-04-12,174.95774841308594,186.1300048828125,,415.5222473144531,171.0500030517578
2024-04-15,171.13255310058594,183.6199951171875,,407.38714599609375,161.47999572753906
2024-04-16,167.85240173339844,183.32000732421875,,408.3128967285156,157.11000061035156
2024-04-17,166.48484802246094,181.27999877929688,,405.6143493652344,155.4499969482422
2024-04-18,165.53350830078125,179.22000122070312,,398.15875244140625,149.92999267578125
2024-04-19,163.5118865966797,174.6300048828125,,393.0866394042969,147.0500030517578
2024-04-22,164.34432983398438,177.22999572753906,,394.8988037109375,142.0500030517578
2024-04-23,165.39476013183594,179.5399932861328,,401.4089660644531,144.67999267578125
2024-04-24,167.4956512451172,176.58999633789062,,402.8763427734375,162.1300048828125
2024-04-25,168.35781860351562,173.6699981689453,,393.00787353515625,170.17999267578125
2024-04-26,167.77310180664062,179.6199951171875,,400.17779541015625,168.2899932861328
2024-04-29,171.9352569580078,180.9600067138672,,396.1693115234375,194.0500030517578
2024-04-30,168.7938232421875,175.0,,383.4446105957031,183.27999877929688
2024-05-01,167.77310180664062,179.0,,388.9698181152344,179.99000549316406
2024-05-02,171.469482421875,184.72000122070312,,391.82598876953125,180.00999450683594
2024-05-03,181.72613525390625,186.2100067138672,,400.5126647949219,181.19000244140625
2024-05-06,180.0712127685547,188.6999969482422,,407.2886962890625,184.75999450683594
2024-05-07,180.75497436523438,188.75999450683594,,403.1521301269531,177.80999755859375
2024-05-08,181.0919189453125,188.0,,404.3340148925781,174.72000122070312
2024-05-09,182.9053955078125,189.5,,406.0871276855469,171.97000122070312
2024-05-10,181.64515686035156,187.47999572753906,,408.47052001953125,168.47000122070312
2024-05-13,184.85035705566406,186.57000732421875,,407.4659423828125,171.88999938964844
2024-05-14,185.9915313720703,187.07000732421875,,410.2630310058594,177.5500030517578
2024-05-15,188.2639617919922,185.99000549316406,,417.4360046386719,173.99000549316406
2024-05-16,188.38304138183594,183.6300048828125,,415.37384033203125,174.83999633789062
2024-05-17,188.41281127929688,184.6999969482422,,414.6042785644531,177.4600067138672
2024-05-20,189.57382202148438,183.5399932861328,,419.66583251953125,174.9499969482422
2024-05-21,190.873779296875,183.14999389648438,,423.3165283203125,186.60000610351562
2024-05-22,189.4348907470703,183.1300048828125,,424.7767639160156,180.11000061035156
2024-05-23,185.44573974609375,181.0500030517578,,421.3037414550781,173.74000549316406
2024-05-24,188.52195739746094,180.75,,424.42156982421875,179.24000549316406
2024-05-28,188.53192138671875,182.14999389648438,,424.5794677734375,176.75
2024-05-29,188.82957458496094,182.02000427246094,,423.44482421875,176.19000244140625
2024-05-30,189.82191467285156,179.32000732421875,,409.1382141113281,178.7899932861328
2024-05-31,190.77456665039062,176.44000244140625,,409.5920715332031,178.0800018310547
2024-06-03,192.54087829589844,178.33999633789062,,408.0035705566406,176.2899932861328
2024-06-04,192.8584442138672,179.33999633789062,,410.51953125,174.77000427246094
2024-06-05,194.3667755126953,181.27999877929688,,418.3536376953125,175.0
2024-06-06,192.98741149902344,185.0,,418.8568115234375,177.94000244140625
2024-06-07,195.37892150878906,184.3000030517578,,418.19573974609375,177.47999572753906
2024-06-10,191.63784790039062,187.05999755859375,,422.162109375,173.7899932861328
2024-06-11,205.5601806640625,187.22999572753906,,426.9079895019531,170.66000366210938
